Field_ID,Pollution_level,Plot_size,Crop_type,Annual_yield,Standard_yield
15518,0.07,3.1,potato,1.79,0.58
21429,0.29,14.6,maize,8.91,0.61
13066,0.26,1.7,potato,1.02,0.6
36717,0.29,3.1,potato,1.95,0.63
21579,0.02,1.7,coffee,0.71,0.42
23629,0.05,2.1,coffee,0.97,0.46
35264,0.06,9.0,maize,4.88,0.54
44306,0.28,2.6,potato,1.54,0.59
16963,0.0,3.8,wheat,1.7,0.45
3698,0.18,9.2,cassava,5.71,0.62
2331,0.22,7.3,tea,3.01,0.41
39257,0.93,2.6,wheat,1.13,0.43
22323,0.35,2.3,maize,0.97,0.42
12223,0.38,2.0,wheat,1.03,0.51
27389,0.19,3.3,wheat,1.65,0.5
19670,0.73,12.3,wheat,3.62,0.29
39729,0.07,12.9,tea,7.86,0.61
37050,0.24,3.8,potato,2.51,0.66
40819,0.14,12.6,cassava,5.56,0.44
15209,0.1,0.5,potato,0.31,0.61
1406,0.16,0.7,tea,0.48,0.69
5245,0.13,2.5,wheat,1.49,0.59
29944,0.04,9.9,coffee,4.93,0.5
17252,0.78,1.6,tea,0.57,0.36
34670,0.17,4.3,banana,1.39,0.32
41845,0.85,2.3,cassava,0.96,0.42
35121,0.29,3.2,coffee,1.96,0.61
26889,0.41,2.0,wheat,0.79,0.39
32489,0.7,0.9,wheat,0.51,0.56
43313,0.37,8.2,coffee,2.83,0.35
34538,0.09,0.7,maize,0.43,0.61
32390,0.16,0.9,potato,0.44,0.49
31505,0.09,4.9,tea,3.91,0.8
23295,0.02,9.7,wheat,7.15,0.74
27841,0.24,10.7,potato,6.81,0.64
41015,0.83,2.7,cassava,1.38,0.51
32428,0.12,2.7,wheat,1.48,0.55
23728,0.24,4.2,potato,2.28,0.54
23685,0.06,2.5,tea,2.01,0.8
20507,0.04,2.9,wheat,1.23,0.42
23573,0.73,7.0,tea,3.22,0.46
35485,0.0,12.0,rice,5.73,0.48
33600,0.09,3.3,rice,2.11,0.64
19638,0.23,0.8,tea,0.5,0.63
1402,0.16,7.0,cassava,3.61,0.52
15381,0.08,13.5,wheat,7.01,0.52
2644,0.91,3.8,wheat,1.87,0.49
15145,0.03,10.5,banana,5.11,0.49
15769,0.13,0.8,wheat,0.45,0.56
37293,0.0,5.2,rice,2.95,0.57
9712,0.32,6.7,cassava,2.97,0.44
31456,0.04,7.8,coffee,4.17,0.53
40656,0.09,4.5,wheat,2.52,0.56
42942,0.0,1.7,rice,1.15,0.68
31687,0.27,2.3,wheat,1.36,0.59
26057,0.15,3.3,rice,2.26,0.68
33788,0.04,3.5,tea,2.44,0.7
25715,0.24,1.8,maize,0.96,0.53
6650,0.01,0.7,wheat,0.35,0.51
26537,0.17,1.4,tea,1.02,0.73
16019,0.08,5.2,wheat,2.17,0.42
14143,0.28,1.4,tea,0.65,0.46
38931,0.42,1.0,maize,0.52,0.52
1271,0.4,0.6,maize,0.31,0.51
27110,0.35,1.7,wheat,0.8,0.47
2817,0.11,3.2,banana,1.47,0.46
20374,0.13,5.6,cassava,3.31,0.59
31291,0.1,1.2,potato,0.76,0.63
34759,0.11,1.2,tea,0.86,0.72
11224,0.08,1.7,cassaval,0.9,0.53
38858,0.03,1.6,banana,0.64,0.4
8739,0.29,1.4,coffee,0.53,0.38
24517,0.12,0.5,potato,0.3,0.6
7950,0.08,3.8,tea,3.21,0.84
34730,0.29,2.7,wheat,1.41,0.52
13256,0.0,3.9,wheat,1.82,0.47
6367,0.33,7.6,tea,5.16,0.68
21533,0.18,2.9,potato,1.73,0.6
16176,0.04,0.8,rice,0.54,0.68
7918,0.18,1.8,coffee,0.87,0.48
38101,0.19,11.5,potato,6.62,0.58
26410,0.59,3.4,cassava,1.89,0.56
14812,0.01,1.4,coffee,0.63,0.45
36354,0.05,1.4,potato,0.89,0.64
15031,0.84,4.1,wheat,1.57,0.38
25677,0.0,3.9,rice,2.12,0.54
8781,0.01,2.3,tea,1.02,0.44
15917,0.13,1.0,tea,0.68,0.68
44289,0.04,5.8,banana,2.58,0.44
6835,0.04,2.0,rice,1.32,0.66
18163,0.06,3.7,potato,2.48,0.67
1503,0.15,1.2,banana,0.41,0.34
26992,0.12,4.1,tea,2.92,0.71
16917,0.06,1.2,wheat,0.68,0.57
20930,0.23,1.8,potato,1.18,0.66
3633,0.29,2.5,potato,1.49,0.6
36173,0.04,0.9,wheat,0.44,0.49
31832,0.17,0.7,maize,0.32,0.45
2549,0.88,4.5,cassava,2.04,0.45
19026,0.18,4.1,tea,3.52,0.86
647,0.27,4.0,tea,3.28,0.82
15171,0.15,0.8,banana,0.42,0.53
4155,0.11,12.0,wheat,6.08,0.51
25005,0.24,4.8,wheat,2.48,0.52
25114,0.35,1.3,potato,0.75,0.58
37360,0.04,1.0,wheat,0.53,0.53
1594,0.32,2.3,wheat,1.32,0.57
38803,0.0,3.7,banana,1.58,0.43
20794,0.19,2.0,wheat,1.21,0.61
1484,0.0,11.7,banana,4.34,0.37
24261,0.0,9.9,banana,4.03,0.41
10044,0.13,1.3,cassava,0.47,0.36
24015,0.1,4.0,banana,2.19,0.55
2544,0.12,3.0,maize,1.61,0.54
20029,0.29,6.1,coffee,2.79,0.46
43162,0.0,10.6,rice,7.09,0.67
36659,0.23,0.7,wheat,0.39,0.56
42885,0.94,3.8,coffee,1.06,0.28
11879,0.04,1.8,potato,1.21,0.67
13290,0.01,1.9,wheat,0.99,0.52
4348,0.05,3.7,tea,3.16,0.85
30872,0.93,0.9,tea,0.4,0.45
40487,0.8,4.8,potato,2.15,0.45
21769,0.03,1.7,cassava,0.7,0.41
8293,0.07,4.2,coffee,1.84,0.44
4128,0.51,2.4,banana,0.77,0.32
28259,0.05,4.9,banana,1.94,0.4
28553,0.22,0.5,wheat,0.36,0.72
12613,0.41,1.9,maize,0.96,0.51
32829,0.13,1.0,tea,0.74,0.74
9856,0.42,2.0,tea,1.29,0.64
3035,0.04,3.8,coffee,2.18,0.57
19533,0.15,1.8,tea,1.43,0.79
27483,0.31,1.2,cassava,0.68,0.56
37840,0.18,3.1,potato,1.85,0.6
17735,0.43,2.1,wheat,1.39,0.66
45101,0.31,0.7,potato,0.38,0.55
19802,0.3,4.2,maize,1.94,0.46
39455,0.07,2.9,banana,1.61,0.55
29015,0.21,0.8,wheat,0.48,0.6
19036,0.01,12.2,wheat,6.2,0.51
6689,0.26,1.2,potato,0.73,0.6
13620,0.0,4.3,coffee,1.91,0.44
10074,0.38,1.0,coffee,0.62,0.62
42059,0.65,3.2,cassava,1.5,0.47
44235,0.56,7.7,wheat,2.8,0.36
3619,0.44,3.6,wheat,1.81,0.5
26241,0.02,0.6,cassava,0.3,0.51
31519,0.48,2.5,potato,1.38,0.55
317,0.0,10.6,wheat,3.94,0.37
11742,0.91,0.9,wheat,0.43,0.48
10343,0.04,5.5,coffee,3.08,0.56
800,0.69,0.6,wheat,0.23,0.39
9084,0.2,1.9,wheat,0.96,0.5
16413,0.28,11.4,potato,7.12,0.62
26978,0.24,1.3,tea,0.78,0.6
37076,0.23,2.4,potato,1.48,0.62
45061,0.02,1.8,tea,0.76,0.42
3953,0.11,3.5,banana,2.14,0.61
41409,0.07,1.7,coffee,0.87,0.51
16112,0.23,3.4,tea,2.4,0.71
11378,0.35,8.9,banana,4.9,0.55
1912,0.16,2.9,wheat,1.55,0.54
8723,0.82,6.5,coffee,1.11,0.17
756,0.01,1.1,tea,0.51,0.46
15435,0.14,1.9,coffee,0.97,0.51
17160,0.25,9.5,potato,5.75,0.6
31410,0.12,5.0,tea,3.98,0.8
27661,0.01,2.4,potato,1.21,0.51
22379,0.03,1.2,banana,0.64,0.53
26486,0.0,6.2,wheat,3.66,0.59
43889,0.63,2.2,tea,1.18,0.54
34912,0.23,6.7,coffee,3.6,0.54
7932,0.06,0.9,tea,0.58,0.64
32459,0.21,6.2,tea,4.79,0.77
33814,0.29,4.4,potato,2.33,0.53
43702,0.04,10.2,coffee,4.76,0.47
39264,0.0,4.2,cassava,1.79,0.43
38731,0.04,4.5,cassava,1.59,0.35
7180,0.03,4.9,cassava,2.63,0.54
3085,0.24,2.2,coffee,1.17,0.53
15267,0.08,6.1,wheat,3.01,0.49
12483,0.0,10.2,banana,3.22,0.32
28617,0.21,1.2,maize,0.66,0.55
30970,0.03,3.0,rice,1.66,0.55
36498,0.2,5.3,potato,3.32,0.63
41462,0.02,8.9,banana,4.55,0.51
13063,0.15,0.5,wheat,0.25,0.51
2279,0.49,4.8,potato,2.94,0.61
44174,0.28,1.1,potato,0.66,0.6
21878,0.04,1.2,cassava,0.46,0.38
5925,0.21,4.2,banana,2.08,0.5
27973,0.01,4.4,wheat,2.29,0.52
7225,0.26,1.8,tea,1.16,0.64
40698,0.1,2.7,potato,1.62,0.6
5205,0.06,3.3,cassava,1.56,0.47
42091,0.91,3.9,wheat,1.4,0.36
22396,0.01,2.0,rice,1.3,0.65
36252,0.04,3.4,cassava,1.16,0.34
521,0.2,0.9,maize,0.6,0.67
2799,0.29,3.4,maize,1.79,0.53
4071,0.22,0.6,tea,0.24,0.41
26484,0.64,4.1,banana,1.53,0.37
15590,0.01,4.7,maize,2.81,0.6
33421,0.2,0.5,wheat,0.24,0.49
26334,0.11,1.0,cassava,0.43,0.43
734,0.21,3.5,cassava,1.91,0.55
6810,0.5,3.6,coffee,0.98,0.27
4448,0.08,1.7,rice,1.01,0.59
37972,0.75,8.3,potato,4.59,0.55
21449,0.07,3.4,tea,2.53,0.74
3785,0.02,7.7,potato,5.05,0.66
2174,0.11,0.5,cassava,0.25,0.5
14880,0.86,1.9,coffee,0.58,0.31
3378,0.07,1.6,tea,1.27,0.8
11484,0.21,5.3,tea,3.57,0.67
32941,0.35,1.6,potato,0.95,0.59
44734,0.2,1.5,potato,0.91,0.61
25793,0.27,2.0,tea,1.2,0.6
44599,0.3,2.0,tea,1.45,0.73
6354,0.8,4.3,cassava,2.45,0.57
708,0.03,2.2,tea,1.5,0.68
8899,0.0,3.1,banana,1.31,0.42
15013,0.21,2.0,potato,1.0,0.5
2729,0.37,9.6,cassava,4.99,0.52
20882,0.17,0.7,tea,0.42,0.59
26781,0.08,0.9,banana,0.47,0.52
28223,0.13,5.7,banana,2.52,0.44
40420,0.54,3.1,tea,1.92,0.62
19388,0.03,0.9,wheat,0.45,0.5
30264,0.26,1.4,potato,0.91,0.65
6129,0.32,3.6,potato,1.91,0.53
20356,0.16,8.5,cassava,3.71,0.44
37776,0.28,4.1,cassava,1.52,0.37
14443,0.3,2.8,potato,1.65,0.59
25262,0.0,13.6,wheat,7.09,0.52
42932,0.3,1.4,potato,0.74,0.53
26192,0.06,3.6,coffee,1.61,0.45
17901,0.04,2.7,tea,2.06,0.76
4775,0.61,4.1,coffee,1.54,0.37
25916,0.17,2.0,tea,1.47,0.74
36560,0.15,12.2,wheat,6.57,0.54
32639,0.0,3.8,wheat,1.73,0.46
283,0.94,2.0,cassava,1.05,0.53
20743,0.34,7.9,coffee,3.97,0.5
3396,0.21,0.9,tea,0.4,0.45
24169,0.85,1.7,tea,0.91,0.54
25730,0.01,4.3,wheat,2.52,0.59
21757,0.02,4.2,tea,3.11,0.74
40359,0.1,4.0,potato,2.56,0.64
20845,0.01,2.5,banana,1.12,0.45
39165,0.0,2.5,wheat,1.3,0.52
22712,0.05,3.3,coffee,1.73,0.53
27291,0.02,1.8,cassava,1.0,0.56
19832,0.0,0.6,banana,0.28,0.47
25164,0.88,2.7,wheat,0.9,0.33
21808,0.25,2.8,potato,1.68,0.6
44798,0.12,1.7,banana,1.0,0.59
11347,0.97,11.9,cassava,4.85,0.41
20218,0.3,4.7,wheat,1.99,0.42
15811,0.36,4.2,wheat,1.9,0.45
38311,0.25,0.9,maize,0.4,0.45
2362,0.21,7.7,wheat,4.13,0.54
41679,0.3,4.8,wheat,3.02,0.63
34389,0.03,4.3,banana,2.17,0.5
9618,0.12,0.7,banana,0.36,0.51
30000,0.08,12.6,cassava,4.95,0.39
26481,0.22,4.8,tea,3.56,0.74
25036,0.95,0.7,tea,0.26,0.37
2298,0.88,4.5,potato,2.32,0.52
10689,0.07,3.4,coffee,1.36,0.4
40646,0.1,2.9,banana,1.87,0.64
30610,0.82,7.0,cassava,3.86,0.55
13909,0.01,1.3,coffee,0.69,0.53
13701,0.22,2.9,potato,1.78,0.61
26006,0.22,1.6,tea,1.02,0.64
10894,0.17,0.7,maize,0.33,0.47
12141,0.02,1.2,wheat,0.72,0.6
16466,0.38,11.0,tea,6.75,0.61
24639,0.21,2.0,wheat,1.15,0.58
40745,0.36,0.7,coffee,0.32,0.46
35164,0.0,1.3,coffee,0.72,0.55
19415,0.15,3.2,wheat,1.46,0.46
32685,0.18,3.6,cassava,1.57,0.44
70,0.46,4.9,coffee,1.88,0.38
31768,0.39,4.6,maize,2.17,0.47
32225,0.58,14.8,wheat,6.3,0.43
32618,0.13,1.4,potato,0.83,0.6
32301,0.84,1.0,cassava,0.27,0.27
19986,0.01,2.3,rice,1.43,0.62
581,0.72,1.5,potato,0.81,0.54
14765,0.26,2.8,wheat,1.39,0.5
37858,0.06,14.0,banana,7.56,0.54
29392,0.55,1.9,banana,0.62,0.33
36511,0.21,0.7,tea,0.32,0.46
8692,0.77,1.2,wheat,0.49,0.4
24847,0.04,0.8,coffee,0.45,0.56
23695,0.49,5.9,tea,2.87,0.49
25524,0.33,1.4,wheat,0.9,0.64
11583,0.21,3.0,potato,1.87,0.62
26313,0.16,3.7,tea,3.0,0.81
26488,0.4,2.7,cassava,1.38,0.51
44905,0.02,1.5,rice,0.93,0.62
1490,0.0,3.1,rice,1.87,0.6
27061,0.18,1.7,maize,1.03,0.61
20722,0.3,0.8,maize,0.43,0.53
38382,0.04,4.3,potato,2.72,0.63
3715,0.07,2.6,cassava,0.95,0.37
45107,0.09,6.9,cassava,2.7,0.39
15292,0.21,0.9,wheat,0.55,0.61
31400,0.07,1.0,wheat,0.56,0.56
16250,0.65,4.9,wheat,2.05,0.42
39839,0.12,4.8,tea,4.12,0.86
31451,0.11,8.8,rice,4.42,0.5
38702,0.0,5.3,rice,3.11,0.59
4280,0.3,1.1,tea,0.51,0.46
14918,0.04,3.3,rice,2.18,0.66
3308,0.15,1.0,wheat,0.46,0.46
41290,0.05,3.6,cassava,1.8,0.5
3541,0.3,1.3,potato,0.73,0.56
19833,0.02,1.7,banana,0.82,0.49
214,0.2,0.5,coffee,0.25,0.5
43076,0.31,5.0,maize,2.22,0.44
21502,0.04,4.6,banana,2.11,0.46
13674,0.17,1.9,potato,1.22,0.64
37406,0.04,2.5,coffee,1.35,0.54
19577,0.02,1.0,rice,0.55,0.55
13648,0.82,13.2,cassava,6.51,0.49
2746,0.46,14.0,wheat,8.99,0.64
32683,0.32,5.4,wheat,2.53,0.47
34168,0.28,0.6,wheat,0.33,0.55
43262,0.07,3.2,coffee,1.6,0.5
27797,0.21,3.9,banana,2.31,0.59
6832,0.2,0.9,potato,0.49,0.55
27438,0.05,0.7,tea,0.46,0.66
5757,0.77,0.6,tea,0.29,0.49
37878,0.34,5.0,wheat,2.24,0.45
16054,0.12,1.6,banana,0.73,0.46
2813,0.09,8.3,maize,4.84,0.58
21968,0.05,1.3,tea,1.0,0.77
1124,0.0,3.9,rice,3.25,0.83
12348,0.11,1.7,cassava,1.0,0.59
12727,0.0,3.6,rice,1.91,0.53
29225,0.14,1.7,wheat,0.98,0.58
31421,0.46,4.1,wheat,2.44,0.6
16256,0.03,5.9,wheat,2.99,0.51
33326,0.06,3.9,cassava,1.97,0.51
9685,0.22,1.6,potato,0.99,0.62
23169,0.3,0.8,rice,0.43,0.54
42173,0.08,3.3,potato,1.9,0.57
34915,0.0,8.2,wheat,3.0,0.37
13250,0.47,1.0,potato,0.6,0.6
30560,0.15,12.3,wheat,6.3,0.51
29452,0.02,1.9,coffee,1.05,0.55
6926,0.0,2.1,rice,1.19,0.57
20210,0.04,10.0,rice,5.83,0.58
40174,0.22,13.0,rice,5.9,0.45
42709,0.27,1.1,wheat,0.55,0.5
13295,0.02,2.1,banana,1.11,0.53
13506,0.28,1.3,maize,0.77,0.59
6821,0.07,2.4,tea,1.86,0.77
13625,0.04,2.0,wheat,1.05,0.53
40089,0.21,5.6,coffee,2.13,0.38
31630,0.2,4.7,wheat,2.24,0.48
43114,0.2,1.5,wheat,0.83,0.56
4152,0.03,0.8,potato,0.49,0.62
1829,0.0,3.5,banana,1.18,0.34
45087,0.12,4.6,potato,2.88,0.63
21531,0.03,4.5,potato,2.87,0.64
33813,0.24,7.0,potato,3.87,0.55
11711,0.06,3.3,tea,2.66,0.81
41185,0.77,6.2,cassava,2.82,0.45
27134,0.22,4.5,tea,1.94,0.43
11886,0.22,1.3,tea,0.84,0.65
8842,0.31,0.6,potato,0.35,0.58
776,0.07,9.5,banana,4.05,0.43
5071,0.26,7.9,potato,4.03,0.51
35465,0.0,1.9,wheat,0.79,0.42
25240,0.05,0.9,maize,0.59,0.66
36104,0.2,1.8,maize,0.84,0.47
44562,0.03,1.8,wheat,0.94,0.52
27776,0.02,1.4,wheat,0.77,0.55
11105,0.0,5.6,wheat,1.88,0.34
26881,0.23,1.5,wheat,0.64,0.43
15236,0.1,2.7,cassava,1.32,0.49
6988,0.3,13.3,banana,6.69,0.5
32022,0.05,3.1,wheat,1.91,0.62
39336,0.38,4.9,banana,2.83,0.58
5975,0.23,2.4,potato,1.51,0.63
11617,0.24,1.4,coffee,0.68,0.48
25867,0.22,1.0,potato,0.44,0.44
15073,0.01,2.0,coffee,0.78,0.39
38979,0.33,1.2,tea,0.78,0.65
41127,0.38,1.7,wheat,0.88,0.51
49,0.24,1.0,maize,0.56,0.56
29800,0.22,3.5,potato,2.01,0.57
28534,0.04,1.1,wheat,0.57,0.52
41048,0.29,1.2,wheat,0.54,0.45
31685,0.03,0.9,wheat,0.54,0.6
16168,0.28,1.2,potato,0.61,0.51
15224,0.21,0.8,wheat,0.42,0.52
25894,0.3,3.0,wheat,1.68,0.56
40323,0.0,0.8,rice,0.39,0.48
31407,0.9,10.3,tea,4.63,0.45
42279,0.46,1.4,tea,0.53,0.38
9134,0.05,0.9,cassava,0.47,0.52
32820,0.06,9.4,tea,6.71,0.71
6916,0.14,2.2,tea,1.78,0.81
19499,0.01,0.6,banana,0.24,0.39
17339,0.22,3.2,wheat,1.81,0.57
14339,0.35,3.5,tea,2.51,0.72
13726,0.11,4.3,cassava,1.93,0.45
13431,0.14,12.6,coffee,5.05,0.4
24148,0.05,4.6,wheat,2.42,0.53
39679,0.12,1.8,tea,1.4,0.78
18424,0.22,0.9,banana,0.39,0.44
745,0.08,2.2,coffee,0.97,0.44
13370,0.11,3.6,potato,2.09,0.58
15821,0.48,3.2,maize,1.56,0.49
42708,0.14,1.7,potato,1.09,0.64
40993,0.17,1.6,wheat,1.06,0.66
22825,0.2,11.9,wheat,8.7,0.73
2007,0.14,6.7,tea,5.52,0.82
31637,0.48,6.6,wheat,4.21,0.64
1707,0.44,7.3,potato,3.62,0.5
43853,0.17,1.7,wheat,0.92,0.54
33527,0.42,4.5,potato,2.46,0.55
41337,0.23,1.8,wheat,0.86,0.48
15178,0.07,14.2,cassava,5.56,0.39
33771,0.36,1.5,tea,0.93,0.62
1012,0.17,2.9,wheat,1.69,0.58
9545,0.13,1.7,wheat,0.71,0.42
34672,0.52,2.3,coffee,0.58,0.25
33254,0.3,13.7,potato,8.46,0.62
43429,0.17,0.6,tea,0.48,0.8
38330,0.25,10.4,potato,6.5,0.62
6231,0.33,2.5,potato,1.29,0.52
42633,0.42,2.5,maize,1.01,0.41
20928,0.39,4.4,coffee,2.6,0.59
5940,0.0,4.2,wheat,1.86,0.44
6687,0.14,4.5,coffee,2.53,0.56
18591,0.86,8.2,cassava,4.55,0.55
14710,0.2,2.1,maize,1.1,0.52
34097,0.22,4.0,banana,1.58,0.39
14835,0.0,0.8,banana,0.33,0.41
879,0.26,4.2,wheat,2.03,0.48
16134,0.01,1.1,rice,0.47,0.42
20174,0.28,4.6,wheat,3.1,0.67
16305,0.08,13.9,tea,11.4,0.82
2457,0.0,7.5,rice,4.11,0.55
4264,0.44,1.9,wheat,1.19,0.62
35736,0.09,2.1,wheat,1.5,0.72
40570,0.25,14.1,wheat,8.95,0.63
35411,0.25,1.8,tea,1.15,0.64
21860,0.01,1.6,wheat,0.84,0.53
1536,0.06,4.2,coffee,2.24,0.53
31646,0.13,0.8,wheat,0.49,0.61
32453,0.06,2.5,banana,0.96,0.38
28361,0.43,1.7,wheat,0.85,0.5
2571,0.2,2.0,coffee,0.89,0.44
38886,0.05,2.0,banana,0.99,0.5
2286,0.18,1.4,cassava,0.49,0.35
11756,0.45,1.3,potato,0.79,0.61
11641,0.15,5.2,coffee,2.84,0.55
28608,0.46,0.6,tea,0.35,0.59
39432,0.05,0.5,tea,0.38,0.76
12290,0.2,6.1,maize,3.57,0.58
41297,0.01,0.7,rice,0.38,0.54
40356,0.44,4.4,wheat,1.85,0.42
43902,0.15,0.6,cassava,0.36,0.6
23391,0.81,0.9,coffee,0.22,0.25
40894,0.17,1.8,coffee,0.71,0.39
27985,0.16,4.4,tea,3.36,0.76
36294,0.52,1.4,coffee,0.3,0.22
32672,0.05,1.7,potato,0.94,0.55
21010,0.09,0.6,wheat,0.26,0.43
38602,0.19,4.8,banana,2.01,0.42
2915,0.31,5.3,maize,2.34,0.44
18063,0.73,3.4,potato,1.74,0.51
44203,0.01,1.2,tea,0.55,0.46
35348,0.05,4.6,cassava,2.02,0.44
37969,0.0,11.6,banana,3.74,0.32
38833,0.17,1.3,potato,0.75,0.58
31082,0.0,3.0,coffee,1.62,0.54
34818,0.35,4.9,cassava,2.81,0.57
19626,0.0,10.9,wheat,4.84,0.44
8178,0.24,9.5,maize,5.78,0.61
19774,0.06,4.1,tea,2.8,0.68
1590,0.2,4.2,wheat,2.29,0.54
21995,0.36,3.9,potato,2.22,0.57
2969,0.16,1.8,coffee,0.68,0.38
3049,0.37,10.0,potato,6.41,0.64
30956,0.23,10.5,banana,6.0,0.57
21370,0.26,1.8,wheat,0.93,0.52
23120,0.23,0.8,wheat,0.48,0.6
8085,0.1,1.2,coffee,0.59,0.49
11910,0.48,2.9,cassava,1.47,0.51
38132,0.42,1.1,potato,0.54,0.49
16158,0.01,4.7,wheat,2.81,0.6
25007,0.08,10.8,maize,6.79,0.63
44754,0.14,2.0,cassava,0.98,0.49
25726,0.27,0.5,wheat,0.21,0.43
9985,0.92,3.2,coffee,0.97,0.3
3184,0.28,1.6,wheat,1.1,0.68
7,0.14,13.9,wheat,8.73,0.63
20903,0.04,1.4,rice,0.86,0.62
23062,0.11,12.2,tea,10.58,0.87
13924,0.02,0.7,tea,0.3,0.43
19407,0.2,0.5,potato,0.27,0.54
15041,0.36,0.6,cassava,0.34,0.57
17114,0.25,2.6,potato,1.32,0.51
21549,0.22,2.3,potato,0.98,0.43
29434,0.02,2.2,coffee,1.23,0.56
43601,0.13,4.3,wheat,2.51,0.58
38791,0.09,4.2,coffee,2.04,0.49
19587,0.0,4.7,banana,2.16,0.46
5266,0.0,4.9,wheat,2.32,0.47
27362,0.61,5.2,cassava,1.75,0.34
28941,0.02,1.9,tea,1.17,0.61
17702,0.99,2.1,cassava,0.77,0.37
10533,0.36,4.2,potato,2.3,0.55
41618,0.29,0.8,potato,0.46,0.58
23098,0.14,2.9,tea,1.83,0.63
22083,0.15,5.0,wheat,3.07,0.61
419,0.0,11.2,rice,6.7,0.6
5787,0.37,2.2,coffee,0.71,0.32
42347,0.17,0.6,coffee,0.33,0.55
40380,0.25,2.4,potato,1.33,0.55
10921,0.21,3.3,maize,1.74,0.53
25376,0.23,1.8,tea,1.4,0.78
18057,0.07,1.4,cassava,0.74,0.53
43126,0.21,4.5,cassava,2.59,0.57
28748,0.21,2.5,wheat,1.26,0.5
13268,0.07,0.7,tea,0.53,0.76
5921,0.35,11.3,coffee,7.06,0.62
12124,0.05,3.2,rice,1.61,0.5
655,0.1,0.6,tea,0.42,0.7
37022,0.36,4.5,tea,1.86,0.41
14597,0.09,1.1,rice,0.65,0.59
32469,0.0,2.8,wheat,1.39,0.49
37428,0.3,1.2,wheat,0.53,0.44
27966,0.01,3.2,tea,2.66,0.83
6211,0.07,2.2,potato,1.32,0.6
45072,0.1,7.5,potato,4.42,0.59
35015,0.35,1.0,potato,0.52,0.52
36424,0.26,8.6,potato,5.43,0.63
39910,0.17,4.8,coffee,2.37,0.49
34236,0.11,4.0,wheat,2.15,0.54
8871,0.39,14.8,coffee,4.74,0.32
41763,0.01,8.7,wheat,3.73,0.43
18358,0.0,4.8,banana,1.89,0.39
44421,0.43,1.5,potato,0.79,0.53
7544,0.42,7.0,potato,3.48,0.5
44698,0.35,0.7,potato,0.35,0.49
42992,0.06,2.4,rice,1.47,0.61
22636,0.18,1.4,wheat,0.65,0.46
11461,0.15,1.5,banana,0.52,0.34
25098,0.08,7.4,maize,5.27,0.71
1819,0.14,2.0,tea,1.02,0.51
23892,0.12,3.5,coffee,1.86,0.53
17707,0.45,2.7,wheat,1.16,0.43
10755,0.12,12.4,tea,9.51,0.77
22078,0.06,0.9,banana,0.39,0.43
17982,0.24,4.0,wheat,2.05,0.51
12597,0.47,0.5,maize,0.26,0.52
27226,0.15,14.7,potato,7.27,0.49
3401,0.32,4.9,wheat,3.35,0.68
19291,0.63,5.5,maize,2.28,0.41
14737,0.01,0.9,banana,0.37,0.41
44105,0.04,2.9,cassava,1.05,0.36
31906,0.88,3.5,tea,1.72,0.49
7707,0.34,8.9,tea,5.45,0.61
128,0.85,1.5,rice,0.71,0.47
3510,0.01,5.0,maize,3.28,0.66
40907,0.07,3.3,banana,1.35,0.41
37735,0.04,3.8,rice,2.19,0.58
44024,0.22,1.5,cassava,0.56,0.38
42285,0.16,1.7,wheat,1.17,0.69
39374,0.37,0.9,wheat,0.38,0.42
37245,0.11,4.9,tea,3.09,0.63
23107,0.22,1.0,maize,0.52,0.52
39712,0.25,4.6,potato,2.69,0.58
27400,0.14,1.3,tea,0.9,0.69
14825,0.0,3.6,wheat,1.93,0.54
17298,0.19,0.9,wheat,0.43,0.47
4518,0.43,1.4,potato,0.77,0.55
12983,0.36,0.8,wheat,0.32,0.4
110,0.46,1.2,tea,0.45,0.38
5843,0.23,8.7,potato,5.33,0.61
10727,0.18,8.1,wheat,4.77,0.59
23326,0.0,2.7,wheat,1.27,0.47
40300,0.0,8.8,rice,5.52,0.63
10444,0.17,3.7,wheat,1.75,0.47
1557,0.2,1.0,maize,0.58,0.58
4193,0.67,1.4,cassava,0.68,0.48
24694,0.47,13.3,wheat,5.38,0.4
34295,0.11,3.8,teaa,2.85,0.75
109,0.22,4.9,coffee,2.68,0.55
42984,0.13,2.9,banana,1.36,0.47
15815,0.02,0.9,banana,0.42,0.47
30673,0.22,9.3,wheat,5.33,0.57
37319,0.0,9.7,banana,4.33,0.45
843,0.32,1.7,tea,1.14,0.67
18487,0.3,7.3,maize,3.56,0.49
10423,0.21,4.4,tea,1.74,0.39
10598,0.25,4.6,potato,2.89,0.63
5503,0.2,0.7,potato,0.37,0.52
33052,0.06,4.0,rice,2.42,0.6
29487,0.29,0.6,wheat,0.33,0.54
5645,0.05,1.2,cassava,0.56,0.47
34556,0.01,0.9,wheat,0.5,0.56
12957,0.12,12.7,wheat,9.39,0.74
17644,0.36,4.2,tea,2.8,0.67
4982,0.26,7.3,potato,4.24,0.58
13658,0.01,10.1,coffee,5.25,0.52
11097,0.0,12.4,rice,7.03,0.57
32718,0.43,8.8,cassava,5.0,0.57
41433,0.13,4.3,potato,2.91,0.68
42895,0.9,9.8,cassava,3.88,0.4
26322,0.9,12.3,cassava,6.72,0.55
37980,0.98,4.0,tea,1.98,0.49
3923,0.03,0.7,tea,0.48,0.69
